Observed GDP growth,Observed Inflation,Observed Gini index,Predicted GDP growth,Predicted Inflation,Predicted Gini index
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,0.05448179,-0.37310496,0.19433787
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.9927217,0.51861894,-0.059588533
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0646741,0.019529268,-0.9379781
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9741652,0.24320604,-0.32680523
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0646741,0.019529268,-0.9379781
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.21180385,-1.3847259,-0.12272881
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.57498276,-0.3606293,0.6236905
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.20011285,-1.3018067,-0.98361796
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.9845525,-0.48712736,-2.2099237
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.23195113,-0.0043440512,-0.60277617
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.3213819,0.29121152,1.7844865
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3897499,-1.4843559,-0.277042
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.9927217,0.51861894,-0.059588533
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.21180385,-1.3847259,-0.12272881
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.1494064,0.16946849,-0.32603624
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0646741,0.019529268,-0.9379781
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
-2.0216445090755952,-0.04191788041469328,-1.0435037671533813,-1.9372237,-0.24836607,-0.872425
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.20011285,-1.3018067,-0.98361796
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.5850402,0.3446091,-0.52837336
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9741652,0.24320604,-0.32680523
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.34469712,-1.7290967,-0.33484647
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0646741,0.019529268,-0.9379781
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.9845525,-0.48712736,-2.2099237
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.20011285,-1.3018067,-0.98361796
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3897499,-1.4843559,-0.277042
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.65077126,0.12943791,-0.89719
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.20011285,-1.3018067,-0.98361796
0.34455556566055684,-0.10359686567091644,0.9042269659179613,0.466025,0.15696968,0.95221275
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.5850402,0.3446091,-0.52837336
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.3213819,0.29121152,1.7844865
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.9927217,0.51861894,-0.059588533
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.65077126,0.12943791,-0.89719
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0646741,0.019529268,-0.9379781
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3897499,-1.4843559,-0.277042
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.57498276,-0.3606293,0.6236905
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3897499,-1.4843559,-0.277042
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.9845525,-0.48712736,-2.2099237
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.3213819,0.29121152,1.7844865
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.3213819,0.29121152,1.7844865
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0646741,0.019529268,-0.9379781
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.23195113,-0.0043440512,-0.60277617
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.34469712,-1.7290967,-0.33484647
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.9845525,-0.48712736,-2.2099237
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.8519434,0.38395905,-0.3579227
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.1494064,0.16946849,-0.32603624
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.1494064,0.16946849,-0.32603624
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.34469712,-1.7290967,-0.33484647
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.21180385,-1.3847259,-0.12272881
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.9845525,-0.48712736,-2.2099237
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3897499,-1.4843559,-0.277042
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.57498276,-0.3606293,0.6236905
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
-2.081030763738692,0.0091132705609736,-0.9505119968261,-0.167743,0.02138001,0.7470122
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
-0.33045869752899054,-1.768726294840578,-0.4048320566787833,0.009028561,-0.067975156,-0.35926318
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.65077126,0.12943791,-0.89719
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.8519434,0.38395905,-0.3579227
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9741652,0.24320604,-0.32680523
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.21180385,-1.3847259,-0.12272881
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.5850402,0.3446091,-0.52837336
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
1.2156077646761765,0.0930767600510916,0.9891649800611702,-0.5504483,-0.003351914,-0.04856381
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.3213819,0.29121152,1.7844865
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.3213819,0.29121152,1.7844865
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.8519434,0.38395905,-0.3579227
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.34469712,-1.7290967,-0.33484647
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0646741,0.019529268,-0.9379781
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.57498276,-0.3606293,0.6236905
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.5850402,0.3446091,-0.52837336
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24354982,1.0230378,1.6635827
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9741652,0.24320604,-0.32680523
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.57498276,-0.3606293,0.6236905
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0646741,0.019529268,-0.9379781
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
0.20526393013305713,1.0144183288756994,1.7162939139635929,0.29337466,2.696679,1.6487347
0.24747969645267445,0.02017255259949327,-0.5728264563136973,0.23294936,-0.009720288,-0.46786496
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.65077126,0.12943791,-0.89719
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9741652,0.24320604,-0.32680523
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.21180385,-1.3847259,-0.12272881
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-0.01048022,-0.35286868,0.24028741
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.21180385,-1.3847259,-0.12272881
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.3213819,0.29121152,1.7844865
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.34469712,-1.7290967,-0.33484647
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.57498276,-0.3606293,0.6236905
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.34469712,-1.7290967,-0.33484647
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9741652,0.24320604,-0.32680523
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.23195113,-0.0043440512,-0.60277617
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8810589,-0.07066288,-0.1850237
1.325394764457715,-0.5000077824441818,0.3144947272308149,1.330338,-0.46992895,0.2925066
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3897499,-1.4843559,-0.277042
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.57498276,-0.3606293,0.6236905
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9741652,0.24320604,-0.32680523
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9741652,0.24320604,-0.32680523
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.20011285,-1.3018067,-0.98361796
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.23195113,-0.0043440512,-0.60277617
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.21180385,-1.3847259,-0.12272881
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.20011285,-1.3018067,-0.98361796
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.3897499,-1.4843559,-0.277042
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.65077126,0.12943791,-0.89719
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.5850402,0.3446091,-0.52837336
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.8519434,0.38395905,-0.3579227
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.30295798,-0.03772608,0.8911449
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.9845525,-0.48712736,-2.2099237
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.65077126,0.12943791,-0.89719
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.40721852,2.9257286,1.4676338
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.3213819,0.29121152,1.7844865
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.1494064,0.16946849,-0.32603624
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.23195113,-0.0043440512,-0.60277617
0.7295589439744146,-0.8762567137464611,1.916836577702909,0.7296343,-0.8524484,1.9015638
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.57498276,-0.3606293,0.6236905
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.9927217,0.51861894,-0.059588533
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.21180385,-1.3847259,-0.12272881
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.9927217,0.51861894,-0.059588533
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.9927217,0.51861894,-0.059588533
-0.3562735761340631,-1.7501404600112933,-0.3601755255995402,-0.34469712,-1.7290967,-0.33484647
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.20011285,-1.3018067,-0.98361796
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.8519434,0.38395905,-0.3579227
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.1494064,0.16946849,-0.32603624
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.1494064,0.16946849,-0.32603624
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.9357493,1.7233236,-0.5304351
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.1494064,0.16946849,-0.32603624
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20041105,0.32923177,-0.9093348
1.2156077646761765,0.0930767600510916,0.9891649800611702,1.2106731,0.08574109,0.9937295
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.93254745,1.7292477,-0.5291495
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.31986403,0.28805104,1.7888166
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.21478295,-0.009427442,-0.606801
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0655482,0.027434625,-0.94793195
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9666638,0.24097404,-0.3205434
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24549955,1.0211769,1.6623594
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8566148,-0.0932725,-0.19118674
0.2026273363964781,0.3329919193191797,-0.9083451060242022,0.20251518,0.33323088,-0.9115687
-0.1930318102188625,-1.378780271126029,-0.1071741807881566,-0.20371293,-1.3921629,-0.118271306
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.14649166,0.17086357,-0.3192622
0.3094723832560785,-0.0518429599688844,0.9048311984573746,0.32326233,-0.045558866,0.9013869
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.6465277,0.13875335,-0.9083971
-1.9857334464928411,-0.484893412407306,-2.215518720883015,-1.9874887,-0.48141688,-2.2077088
0.2568046161466148,1.0172660559363758,1.6638352328915254,0.24549955,1.0211769,1.6623594
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9666638,0.24097404,-0.3205434
-0.8694819753243683,-0.105026324874296,-0.1915079623919492,-0.8566148,-0.0932725,-0.19118674
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.19997905,-1.3071241,-0.99712217
-0.6463810425440487,0.1358291421737789,-0.9083451060242022,-0.6465277,0.13875335,-0.9083971
-0.1443179207895172,0.1793802176413217,-0.3180086347976425,-0.14649166,0.17086357,-0.3192622
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.8398474,0.38816944,-0.3531251
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.58736414,0.34472093,-0.52835906
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.58736414,0.34472093,-0.52835906
1.8420303208297435,0.396288852094476,-0.3601755255995402,1.8398474,0.38816944,-0.3531251
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.31986403,0.28805104,1.7888166
0.5830634787096943,0.3489756529280555,-0.5288430888071284,0.58736414,0.34472093,-0.52835906
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.56212276,-0.3555172,0.6173626
-2.081030763738692,0.0091132705609736,-0.9505119968261,-2.0655482,0.027434625,-0.94793195
-1.985435199804674,0.2518669137017295,-0.3180086347976425,-1.9666638,0.24097404,-0.3205434
0.9424333069675356,1.7336297650420915,-0.5288430888071284,0.93254745,1.7292477,-0.5291495
-0.4207629164363726,2.95634767709298,1.4530007788820396,-0.4075335,2.9263716,1.4648877
-0.3924403201656704,-1.5004103977846484,-0.2758417439957447,-0.38660002,-1.4749736,-0.2758604
0.239573742207419,-0.018715816854753,-0.6131768704109208,0.085512534,0.0324219,-0.13426223
-0.3325285307608697,0.3067432080459878,1.7903359052972156,-0.31986403,0.28805104,1.7888166
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.56212276,-0.3555172,0.6173626
0.9797529926203732,0.5567370804615919,-0.0650072899862589,0.98599267,0.5247695,-0.0602917
0.2024393611413101,-1.303588717536631,-0.9926788876279976,0.19997905,-1.3071241,-0.99712217
0.5786584910264272,-0.3485836582951384,0.6096629628440963,0.56212276,-0.3555172,0.6173626
